n_observations,mean_price,std_price,min_price,max_price,adf_statistic,adf_pvalue,adf_stationary,kpss_statistic,kpss_pvalue,kpss_stationary,hurst_exponent,hurst_mean_reverting,half_life,half_life_reasonable,acf_lag1,token_id,question,volatility
744,0.807668010752688,0.018319117117286867,0.755,0.825,-1.0487546981076243,0.7350696673097247,False,1.9746272134606015,0.01,False,0.9612681727450736,False,193.46814248379061,True,0.9933562758668807,17781069937970314001472355582427331102577624490515546410398313363226785264562,Will the Democrats win the New Mexico governor race in 2026?,16.39
744,0.09321908602150536,0.004492420285865783,0.09,0.1,-2.2473131585604946,0.18952356743791005,False,1.9345500868642536,0.01,False,1.075418955629836,False,12.469529986679813,True,0.9415148349221556,88282648457965528806854319312793682626904719783654676743344032955938788705460,Will PCC win the most seats in the 2026 Colombian Senate election?,23.31
744,0.23477150537634411,0.045622356395852534,0.165,0.315,-1.6734794358842782,0.4448258485268212,False,2.8308490342373585,0.01,False,0.8990713158599591,False,58.500171649063184,True,0.9861990437324224,99658270261829491713660585297869579888803126817417167959650248677262260479153,Will Ukraine agree to give up the rest of Donbas before 2027?,20.18
662,0.060468277945619334,0.032721585626566206,0.05,0.5,-3.8225545019604468,0.0026848017756203667,True,1.1900622636856735,0.01,False,1.0731618570884434,False,3.688407231891482,True,0.8119385571257283,62521283606306165995982171491508257213589556958812396623175636747142026285766,Will Mark Murphy win the 2026 New Mexico Governor Republican primary election?,23.51
744,0.7729704301075268,0.07197702879397394,0.625,0.885,-0.8337039284732718,0.8090208055121433,False,3.65924354847238,0.01,False,0.9365203633495706,False,140.3427387313628,True,0.9918133642050418,112838095111461683880944516726938163688341306245473734071798778736646352193304,No change in Fed interest rates after January 2026 meeting?,2.91
744,0.8638595430107525,0.03492240000106195,0.7405,0.984,-2.3944997564611388,0.14329483354814948,False,0.8386279307788388,0.01,False,0.9625251819569328,False,11.03699220167409,True,0.928883189816856,14207398074797097904509652291174223604740698938626683980943470911075936562900,Will Arco be nominated for Best Animated Feature at the 98th Academy Awards?,16.06
646,0.7413080495356038,0.07239136943477108,0.315,0.825,-0.42555526187639425,0.9057437323271099,False,3.383419272554738,0.01,False,0.8922886976456671,False,25.28452512585431,True,0.9705612657388736,114910589159684665044565751027995575029406280335734462486947607603120908452730,Will Michael Bennet win the 2026 Colorado Governor Democratic primary election?,13.28
382,0.48667539267015714,0.06941090467407145,0.36,0.62,-0.7153210462658007,0.8427410287087103,False,2.6224993860634944,0.01,False,0.9104642841583996,False,29.75617075992616,True,0.9706480108464016,54873330395361433823182708779070904336357738482080967165626657113477923000958,Will Susie Wiles leave the Trump administration before 2027?,13.0
744,0.043054435483870966,0.007049846082635309,0.0315,0.063,-3.2983434484258383,0.014952684974476922,True,0.8271001482812405,0.01,False,0.9516471398012314,False,24.446427684281307,True,0.9703317209050948,91844810080062648436529776287166848099843976612137997296770938567257266660379,Will Sombr win Best New Artist at the 68th Annual GRAMMY Awards?,34.91
744,0.46963037634408605,0.02784541992161464,0.41,0.555,-1.696359240386701,0.432989275307116,False,2.902171507805079,0.01,False,0.8769278762213941,False,28.98662595091584,True,0.975060037516841,83252879632501781859698316188750341021075091060078102880613132675338807677948,Will PH win the most seats in the 2026 Colombian Senate election?,18.37
662,0.07933534743202417,0.03270548687001878,0.065,0.51,-2.168494857835293,0.2178780116079322,False,1.6679798090973295,0.01,False,0.9670666154265647,False,3.9761867688258667,True,0.8254225286088064,73279799627278391207319976538641924000141782801983192127381320733564458145404,Will Brian Cillessen win the 2026 New Mexico Governor Republican primary election?,18.84
520,0.4191923076923077,0.10593639936329331,0.19,0.61,-1.9283618758226932,0.31883864342550794,False,0.6588955741695008,0.017282220530045377,False,0.8383988276166918,False,16.71320315656442,True,0.9585128186775586,15768454938835109453170507320061782116509677127457387299988068900261245833755,Will Bernadette Wilson advance from the 2026 Alaska Governor primary election?,42.56
230,0.3946521739130435,0.06390115239870715,0.28,0.51,-1.1162226766413017,0.7085593218792345,False,1.8845364916118943,0.01,False,1.0024350314508714,False,24.585604077699564,True,0.9708791746936852,56776530500098671171599967061469723260468860745199222945635902233837891265650,Will xAI have a #1 AI model by June 30?,27.41
744,0.7357056451612903,0.044212866934194135,0.555,0.79,-4.021466025198744,0.0013021872477240572,True,1.4457342219363225,0.01,False,0.9457206849359173,False,42.23962978041835,True,0.9835769942341446,68639196051170795150992485552561385006521521637825690332014642323694437969760,Will One Battle After Another win Best Picture at the 98th Academy Awards?,3.99
520,0.526423076923077,0.1095493120706284,0.385,0.685,-0.9528166875293392,0.7700822189140839,False,1.6620163243235893,0.01,False,0.89121472616523,False,76.66862509858322,True,0.9877784833340782,52953780566105555340843066340051715739637061615765069514517273628283909702888,Will Treg Taylor advance from the 2026 Alaska Governor primary election?,20.86
641,0.3958970358814352,0.0809605863582774,0.27,0.685,-2.464287294583438,0.124407126913393,False,1.7357273951743346,0.01,False,0.9256218243621793,False,75.49452479117596,True,0.9898499009769568,71354961394578494408937143110907843550577676051621608744496329353364208118436,Ukraine officially agrees to a US backed ceasefire framework by March 31?,10.33
744,0.925,0.0,0.925,0.925,,,,,,,1.0588053783886375,False,inf,False,,6756779810577885828704276397389282544084821591107025125954859235939281991675,Will the Republicans win the Idaho Senate race in 2026?,16.37
744,0.08465725806451611,0.006375102867233695,0.07,0.09,-1.3491297026569449,0.6064067025123423,False,1.5992818513145852,0.01,False,1.0832471549266645,False,20.447830449648404,True,0.9660979229603555,68969590833448084243551005403895810407319981556332412070376722429186155928494,Will Mark Cuban announce a Presidential run before 2027?,44.57
744,0.11264314516129033,0.014359464725564623,0.068,0.1605,-3.5511538600995873,0.006766532336147485,True,1.9359753838922709,0.01,False,0.9591684714917793,False,21.375976015541884,True,0.9661736924466389,60265216351447494075409855233645057033695673889295492647790321229267332701037,Will US GDP growth in Q4 2025 be between 2.5% and 3.0%?,15.0
133,0.5931203007518798,0.09102714108960659,0.495,0.775,-0.9477255410367232,0.771849902555378,False,1.5037607040319585,0.01,False,0.9948788380649094,False,53.265063490761385,True,0.9586409570525211,13601688904645383459943365449131686929342871556419316421179063030535934043882,Will Apple (AAPL) finish week of December 29 above $270?,23.14
327,0.8934556574923547,0.045539414223387815,0.705,0.955,-4.326931463747884,0.00039885441911571205,True,2.352701168739679,0.01,False,0.9109227707658468,False,18.847848553974686,True,0.9593948599538522,19071348038114376263527444855418893169301278649881522596912947681615719200730,Will NVIDIA be the largest company in the world by market cap on January 31?,18.39
350,0.49442857142857144,0.10836691263989225,0.255,0.72,-1.5962275350392146,0.485488249236857,False,0.38122374316480595,0.08524838656689399,True,1.0029010646299839,False,20.863807429298348,True,0.9591993658362921,78692376949270559429448122284580502016977599710212928645310728306401376689380,Will Russia capture all of Myrnohrad by January 15?,48.47
662,0.06847432024169184,0.08400303065533489,0.035,0.555,-10.54233280457445,8.586028650671532e-19,True,0.9356071989171955,0.01,False,0.9603991789104515,False,18.716347411446108,True,0.9627296670365036,50646994220523060566497709557714306459541981625189205845589795302591482514629,Will Leo Zacky advance from the 2026 California Governor primary election?,35.48
183,0.90827868852459,0.018959661937748083,0.73,0.95,1.2468301623804945,0.9962939900225346,False,1.5441284826230304,0.01,False,0.7225647812550677,False,1.3320172244916322,True,0.466243663895105,2455595410061734110489572358356013407511792066243961182917392482996059448515,Will Logan Paul’s PSA 10 Pokémon Illustrator Sale Price be over $4 million?,29.01
744,0.9299200268817205,0.042209872965998464,0.5445,0.964,-2.443152990794486,0.12992524789300652,False,2.3715218509389677,0.01,False,0.8961775833288462,False,9.128442649029472,True,0.9240612597644833,94716201780017645473580157237823862507229304241181378850896829799921544769897,Will the Cleveland Cavaliers make the NBA Playoffs?,7.76
744,0.5762029569892473,0.10593413424249913,0.05,0.865,-6.63314979946603,5.648471826577976e-09,True,1.3220593680793715,0.01,False,0.8904641818772436,False,5.884914375169591,True,0.8817140798521618,39748128342675163135906114208808206946693052021017974448999368487109230587260,Will the Portland Trail Blazers win more than 35.5 regular season games in 2025–26?,19.03
322,0.07488975155279504,0.09339148777130081,0.0335,0.495,-6.060643500406643,1.214950245232614e-07,True,0.7360802239322561,0.010265434187976714,False,0.9041671321446765,False,17.588259022940186,True,0.9603748861145184,11440416578482803281113271939006595670566573058595214243294246034853366786529,Will the Republican Party hold between 220 and 224 House seats after the 2026 midterm elections?,21.31
744,0.21342069892473123,0.006865579688397826,0.21,0.235,-3.8561228034041113,0.0023825687213194363,True,0.8421928285547541,0.01,False,1.0160527832399473,False,4.8220495772956795,True,0.8559657407127228,59674642039945632434991200982713662256203307690119588561924436416775168289415,Will Nancy Dahlstrom win the 2026 Alaska governor election?,18.61
227,0.42522026431718063,0.044772503105046185,0.29,0.485,-3.448838497846183,0.009402455249270062,True,0.5191307203673196,0.037357945863216314,False,0.9084125608729677,False,8.62260470239078,True,0.9123305887696522,31863881776925088536662567082600580308156065003202998122202789468932109041050,U.S. Government Funding Lapse on January 31?,6.46
744,0.3958198924731183,0.10362871759153376,0.2,0.57,-1.4837102177103887,0.5415537209750154,False,3.3810053013677637,0.01,False,0.8554532531597181,False,94.37773769752721,True,0.9907344068423408,78320563920108227955052485481741320159700440594130403008318628165473805420188,Will the Seattle Seahawks win the NFC West?,10.35
709,0.035277150916784204,0.03581432862951849,0.0235,0.495,-5.006706159710738,2.1524826261998623e-05,True,1.200999619250031,0.01,False,0.8846551918139864,False,3.7497816093221408,True,0.81508257991348,29424278567922123724320966576484946372554201622346745882408776356274831488832,Will Moonshot have the #2 AI model at the end of March 2026?,32.32
744,0.6275873655913978,0.014894084903172216,0.61,0.66,-0.2596913275204088,0.9310224073757943,False,3.575115740415949,0.01,False,0.9195381536364815,False,323.50097194301236,True,0.9933051489406178,108456952547487474428146006845473386682734148345533886849039367054506212522131,Will Magnus Carlsen win the 2025–2026 Speed Chess Championship?,11.35
744,0.4131922043010752,0.044052045141656726,0.23,0.49,-2.9597892037835836,0.03882406193611861,True,1.8568360776225454,0.01,False,0.9998915499128166,False,37.140268254542825,True,0.9811440943766974,100785857940864452744576443371218072847730447564241361121720225984056432071878,Will Waymo launch in Las Vegas by June 30 2026?,10.0
641,0.249204368174727,0.06337731189208264,0.155,0.495,-2.6114639832935795,0.09065096763275499,False,0.1718373256899862,0.1,True,0.9665696503356266,False,28.496088487763473,True,0.9738556532940429,104637984780771800343291365019405024429490869249987049113904002457124939512735,Ukraine officially agrees to a US backed ceasefire framework by January 31?,35.4
302,0.6515728476821191,0.05880509667709054,0.475,0.695,-2.7522639328708767,0.06542266886804507,False,1.204774204067435,0.01,False,0.9341999817191371,False,20.100271785884345,True,0.9649947644401382,101687230669405183731824872482255026039369228434630102244429737634527367804428,Will Ilhan Omar be the Democratic Nominee for MN-05?,18.91
133,0.6731578947368421,0.1806710379154128,0.5,0.99,-0.36364131087451934,0.9159946792038642,False,1.6033279366977589,0.01,False,0.9909133842871465,False,inf,False,0.9769646802336085,109835911457772158028103827447388707687131375331602285269861787136230039416242,Will Microsoft (MSFT) finish week of December 29 above $460?,14.01
744,0.3712567204301075,0.023924443297470552,0.325,0.4,-1.2985058940356142,0.6298555914504624,False,3.3557744425552327,0.01,False,0.949389826885137,False,161.05824216567086,True,0.9937586869599356,63255709540320761353971859526848930870803944190764324681913735372035438815215,Will the Democrats win the Ohio governor race in 2026?,16.09
744,0.2539112903225807,0.024323319079090334,0.21,0.315,-0.8759810334003743,0.7957792776113264,False,3.7729741107116137,0.01,False,0.9023335385290573,False,93.9753486409915,True,0.9882651703700757,35387107368752328644982641185985574345241154905795306214146121961491417818763,Will Russia capture Sloviansk by June 30?,18.71
744,0.7514381720430108,0.03891265991981168,0.605,0.85,-3.24991038184659,0.01727143973394739,True,1.703582041126462,0.01,False,0.9196884764183786,False,13.70233475554261,True,0.9494120299678691,82017167864405769499774134034352265993930681918536647755800225490639218464999,"Will MetaMask launch a token by September 30, 2026?",14.85
744,0.1497513440860215,0.015269927868793744,0.12,0.225,-3.6134247380597007,0.005509501728400164,True,1.4199617256562245,0.01,False,0.9207652428704518,False,13.462271125653846,True,0.9436599321766925,54544668003738758433824606108816646836259157102970789856801480211062827461038,"Will the U.S. invade Venezuela by March 31, 2026?",42.44
137,0.2610948905109489,0.048768465821313826,0.205,0.51,-3.1785391498311966,0.021261011999393113,True,0.41054606901762153,0.0726094530096459,True,0.9716645587628943,False,3.805552941019153,True,0.8165483656049767,102929345572635447239887363328073498574489822201252070158392894695407110289078,Will Trump recognize Somaliland before 2027?,46.36
744,0.5771370967741936,0.02458532476339934,0.525,0.655,-3.773675421575386,0.003188429702351479,True,1.818490178648985,0.01,False,0.9272973151645887,False,21.28936587789147,True,0.9636082256862712,93579588306754356558129639371052358607099327699211232141859164590129536814208,Ukraine signs peace deal with Russia before 2027?,14.17
350,0.06363571428571428,0.06764421216021005,0.0305,0.5,-2.062315417627612,0.2599351398838275,False,1.2949231843711704,0.01,False,0.9119158801345193,False,6.977407838936305,True,0.9000692011334829,62402523778675234584361425527996609128575861483002654804262015743832521340497,"Will Strategy (MicroStrategy) (MSTR) be added to the S&P 500 by March 31, 2026?",31.51
137,0.8314963503649636,0.0727067024779718,0.5,0.88,-2.518622996173517,0.11100864930777465,False,1.0412857070763621,0.01,False,0.9886199672077562,False,2.922659356665973,True,0.7624112508748441,30919938383215564985147408132241046990245599925356854583134960247160703872146,Will Prince Andrew be named in newly released Epstein files by March 31?,19.84
744,0.3572110215053763,0.025698256018597584,0.315,0.39,-0.2754254792744511,0.9289134274972882,False,2.9565038161292336,0.01,False,0.8795019842181288,False,269.4642723469094,True,0.9938060351858419,26861314707210975391560921636065609709310146403467415759479027899941028343646,Will PH win the most seats in the 2026 Colombian Chamber of Representatives election?,11.74
744,0.0424758064516129,0.004180658954742943,0.0325,0.0575,-2.7443566314690884,0.06667208306347876,False,0.46087965826934607,0.05091394040114394,True,0.9412467407836964,False,29.22056844010561,True,0.9750902217998261,38171024903091354977195167437673496224420673639143973968032407064172828043588,Will Kamala Harris win the 2028 Democratic presidential nomination?,7.72
744,0.7228763440860214,0.09036101892670866,0.53,0.85,-1.1209841028358212,0.7066315597228454,False,3.874509609637285,0.01,False,0.9591405491192863,False,29.673412130627963,True,0.9747911036938011,71650327754173562431273801868959521473371447019968925005677725955135500488652,Will Jacob Elordi be nominated for Best Supporting Actor at the 98th Academy Awards?,27.23
744,0.8617943548387096,0.06805752958874979,0.705,0.94,-2.1399886015002085,0.22874183098761147,False,3.1372453743609428,0.01,False,0.9128719422555925,False,60.67487508755373,True,0.9870322794782921,64166744960755328881699699303196166446419670042650306395592004364915055826180,Will It Was Just an Accident be nominated for Best Picture at the 98th Academy Awards?,14.33
744,0.24682123655913984,0.0024060923073214815,0.245,0.25,-1.9642641051107765,0.3024584182886092,False,0.7749965041804552,0.01,False,1.0934903823565167,False,72.97270959652984,True,0.989735682411042,68207341820749052475650610432894562714266620914604033880285153252182288802957,Will Rand Paul announce a presidential run before 2027?,20.68
520,0.12561442307692308,0.12418371503718348,0.0265,0.5,-1.525658702933179,0.5207823269579654,False,2.2937319553433997,0.01,False,0.9537477019254571,False,13.393038222822723,True,0.9470846999201536,80071381584983995567060219264871699619214990229460921095601419271143281499406,Will Chris Madel win the 2026 Minnesota Governor Republican primary election?,30.76
744,0.9299999999999998,2.220446049250313e-16,0.93,0.93,,,,13.917459162421897,0.01,False,1.0393329282301307,False,inf,False,0.9986559139784947,54743173400191373818547682740700297683169841200363505623023527116388816282328,Will the Republicans win the Texas governor race in 2026?,17.76
744,0.7570698924731183,0.05809026584557815,0.625,0.845,-1.4975841408856816,0.5347060895494963,False,2.8555688482229744,0.01,False,0.9370345927250788,False,129.00764881177562,True,0.9930536333859296,89033597404049535329336367676897002196779443515433514040396661411543836790585,Will Luiz Inácio Lula da Silva qualify for Brazil's presidential runoff?,16.61
744,0.3297849462365592,0.053765665276563984,0.135,0.41,-2.497040413522219,0.11619608579763036,False,0.686403717144777,0.014781480259565726,False,0.9351224978961755,False,46.55780317359841,True,0.9841907867070239,89046730142038076958254899626423468342171955617736507661358119279947816273662,Will the Fed Cut–Pause–Cut in the next three decisions (Dec–Jan–Mar)?,48.33
744,0.761331317204301,0.12688746008687082,0.021,0.865,-2.0559945031899787,0.26257339222148024,False,1.3901360983018123,0.01,False,0.8934247295949841,False,13.640741640278758,True,0.9489783131199551,38980780963608882083402002098479540970557698155480534769301714340678196663754,Will the Toronto Raptors win more than 39.5 regular season games in 2025–26?,11.4
744,0.07000000000000002,1.3877787807814457e-17,0.07,0.07,,,,13.917459162421897,0.01,False,1.0333787381353157,False,inf,False,0.9986559139784947,110692470670299760609405767524469998656804613573367102042492015567399413436772,Will the Democrats win the West Virginia Senate race in 2026?,9.03
498,0.2827911646586345,0.11977992102255568,0.07,0.565,-2.463538675508653,0.12459962625594118,False,0.5971645537746384,0.022894131475032872,False,0.9628200250166941,False,25.53187527080157,True,0.9711410581672061,92714767158282519723247724560387828941593726179269759014514785099742463503662,"Claudio Tapia out as AFA President by July 19, 2026?",17.22
733,0.4944338335607094,0.14362814862101272,0.3,0.865,-1.8687505390879795,0.3469015728637079,False,2.8451796711753343,0.01,False,0.9348260034626099,False,51.18808374680903,True,0.984999095527152,84029777003909342227379822310104210539848067052992131413904452673946019637804,Robinhood launches prediction market through MIAXdx by March 31?,17.61
744,0.500369623655914,0.032679885824353404,0.295,0.54,-2.417875878853987,0.13675450542843992,False,1.1884748792344426,0.01,False,0.919422695146302,False,10.255505294891918,True,0.9309505906281274,63952359603512671588039100562167629340955465989056994563377753262516997774087,Will Waymo launch in Washington DC by June 30 2026?,10.65
447,0.49610738255033554,0.0030384727845751396,0.495,0.505,-3.4506234256172426,0.009349520937644884,True,1.3295434646913633,0.01,False,1.0641203784262738,False,16.876058761625046,True,0.9586392614721009,115560623857241976485128359466295623532296398885079262989960478093915540046725,Josh Allen x Hailee Steinfeld baby: Boy or Girl?,2.83
709,0.054287023977433006,0.039332689000454536,0.0225,0.5,-1.3657731798792765,0.5985705025047512,False,2.59373514887061,0.01,False,0.8146426670199775,False,4.830450848244795,True,0.8562878829526857,102211945975966363064535013905699971529528632262113355435247624591636960279989,Will Moonshot have the #3 AI model at the end of January 2026?,31.45
744,0.4222849462365591,0.024933125378222076,0.345,0.475,-1.1528072164487104,0.6935605427760616,False,1.161459671931966,0.01,False,0.9450453911998362,False,119.74436024789918,True,0.9871475288580734,60550692412996164477361673304744222976539035905940935096587343919192326604823,Will Ukraine agree to cede territory to Russia before 2027?,28.28
227,0.65647577092511,0.059855943685232525,0.54,0.81,-1.4156521252419785,0.5747497171031856,False,1.0548516116341125,0.01,False,0.9276016001537302,False,22.80917133630973,True,0.9687884042643417,101066027929666724330809450129369780201710900404568820614623389604871233097024,Nothing Ever Happens: Israel Edition,34.3
744,0.045483870967741924,0.0018425257514186881,0.045,0.055,-5.740945074139478,6.277768471363231e-07,True,0.5935517963733472,0.023222563966059342,False,1.0312353878516793,False,4.376482787081883,True,0.8415420425987723,91031279171981959197361710127213577102576826515163085396576756946418341946256,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,10.89
662,0.14856495468277947,0.05845036506865956,0.115,0.5,-4.108716857904488,0.0009368865090264097,True,0.5297542081682861,0.03496526843056619,False,0.9402211990597025,False,8.358152077510779,True,0.9162046176983308,32163673567402803540277078637601512761342275089868948126327145990825224572638,Will Cinde Warmington win the 2026 New Hampshire Governor Democratic primary election?,9.85
744,0.8049798387096774,0.03764889254216389,0.7,0.865,-1.1616438661318447,0.6898742095671091,False,3.5141702895671396,0.01,False,0.8939706992570071,False,19.00998547843488,True,0.9620701125375073,55290147205100969701289883080106404463221750726768679222596913778435705670729,Will Frankenstein win Best Makeup and Hairstyling at the 98th Academy Awards?,0.96
744,0.07943346774193548,0.00736819274441514,0.07,0.1055,-2.9107102460004444,0.04411664204455757,True,1.8329347033629986,0.01,False,0.9163974131970011,False,22.650526827551385,True,0.9693980666132145,88770632741686298370270294037614812817595949782311984579833554458717957886356,Will OpenAI’s market cap be between $1T and $1.25T at market close on IPO day?,40.16
744,0.8060020161290323,0.13808123605802336,0.355,0.975,-1.6448790409862721,0.4597125057162938,False,3.6376076029604483,0.01,False,0.8929924411084222,False,83.76673245289734,True,0.9898284315802881,99517846468063193888446382345143755665219440179976922346196353010176499722357,Will the San Antonio Spurs win more than 44.5 regular season games in 2025–26?,17.14
744,0.910994623655914,0.011634786232020636,0.87,0.94,-1.6332694723361798,0.4657798085985285,False,2.1046442994849404,0.01,False,0.8991857783072961,False,11.97500647325024,True,0.9358019620464456,83552904656813968939383082097054433404653657244784709614448703928529504455469,"Will Russia capture Kostyantynivka by December 31, 2026?",21.48
568,0.057580105633802815,0.023428235688024615,0.01,0.485,-1.0887915730197262,0.7195209358395028,False,0.7902899054880955,0.01,False,0.8860318258854151,False,1.4681917706364824,True,0.527873039443868,31657305902874520680905838703749876632424003419362153182993452103911876525154,Will Canada win the most gold medals in the 2026 Winter Olympics?,10.95
665,0.08341804511278195,0.06958083181147601,0.017,0.49,-3.649906203280528,0.004875558941853983,True,3.0205504900117144,0.01,False,0.9203204780547259,False,17.797963895152026,True,0.9597232786137269,58010723997211426979635187341411811057857484290036649779771982550163453077214,Will Les Démocrates (LD) win the most seats in the 2026 Benin parliamentary election?,43.49
662,0.06436555891238671,0.04986815751612622,0.045,0.535,-5.932269478670218,2.3652764361515364e-07,True,0.578032205611312,0.024633435853517092,False,0.89136841100646,False,6.1716953381587425,True,0.8876380935056257,73904477821618227207136454713519030744812939194086605637054541563861896712112,Will Sam Bregman win the 2026 New Mexico Governor Democratic primary election?,0.0
744,0.6696774193548387,0.099895258187734,0.275,0.935,-2.3817872018429327,0.14694295368236393,False,1.998435068288479,0.01,False,0.946992389016375,False,23.255138449230085,True,0.9700793361325527,107281002012721876026695277673649500471455902224367011098589595335909329157141,Tesla launches unsupervised full self driving (FSD) by June 30?,3.79
744,0.3618172043010753,0.057462553722890795,0.209,0.5565,-2.50897254260553,0.11330644374676319,False,1.622854909629251,0.01,False,0.9563405092003684,False,21.1337490922938,True,0.9638440615104337,43031904282889448638923046380689019157210901452868799902397071321347108893442,Will Deni Avdija win the 2025–2026 NBA Most Improved Player?,38.04
